TimeOnPage,PagesViewed,ProductsViewed,AddedToCart,TrafficSource,Purchase
291,19,7,0,Email,0
1097,3,5,0,Referral,0
1235,1,5,0,Social,0
1589,12,2,1,Referral,1
1263,7,0,0,Social,0
236,14,13,1,Email,0
939,6,6,1,Email,0
1036,16,8,0,Social,0
786,9,0,1,Social,0
1150,2,3,0,Email,0
918,2,1,0,Social,1
1388,3,14,0,Referral,0
1330,16,6,0,Organic,0
804,17,12,0,Email,0
336,3,1,0,Organic,0
78,8,14,0,Organic,0
887,1,2,0,Social,0
1292,3,4,0,Organic,0
179,6,12,0,Referral,0
1316,14,9,0,Organic,0
1437,12,10,1,Email,1
792,13,5,0,Organic,0
1648,11,7,0,Referral,0
464,2,9,0,Referral,0
1718,3,7,0,Email,0
555,4,0,0,Referral,0
1210,10,7,0,Email,0
1478,14,8,0,Referral,0
212,15,11,0,Email,0
1140,7,11,0,Social,1
1267,16,5,1,Organic,0
1333,12,13,0,Organic,0
904,13,3,1,Email,0
98,7,0,0,Email,0
164,1,6,0,Organic,0
863,14,11,1,Organic,0
1294,2,8,0,Email,0
134,8,5,0,Email,0
608,6,3,0,Email,0
814,5,5,0,Social,1
873,3,0,0,Social,0
104,6,8,0,Referral,0
527,9,7,0,Email,0
1129,3,4,0,Organic,0
1386,3,11,0,Organic,0
67,4,0,1,Organic,0
23,7,2,0,Social,0
1362,9,7,0,Organic,0
1634,2,2,0,Organic,0
1559,4,5,0,Email,0
1761,17,9,0,Email,0
1797,15,11,0,Organic,0
340,19,12,1,Referral,0
234,14,1,0,Organic,0
159,8,11,0,Organic,1
1532,17,5,0,Referral,0
469,17,5,0,Email,0
1193,3,8,0,Email,0
84,5,9,0,Referral,0
1711,3,11,0,Referral,0
1492,13,1,0,Organic,0
1564,13,9,0,Social,0
1729,9,6,0,Social,0
773,6,7,0,Referral,1
794,15,4,0,Organic,0
1777,3,4,0,Organic,0
700,5,13,1,Email,0
1787,16,5,1,Referral,0
666,19,10,0,Email,0
1745,2,13,0,Email,0
1573,11,13,1,Email,0
1678,12,4,0,Organic,0
309,16,2,0,Email,0
472,8,6,0,Referral,0
440,19,14,0,Email,0
463,11,6,0,Organic,0
1352,19,9,1,Referral,0
268,15,3,1,Email,0
764,17,13,1,Social,0
1046,18,5,0,Email,0
1272,9,2,1,Referral,0
770,3,1,0,Referral,0
523,17,8,0,Referral,0
904,4,12,1,Organic,0
1118,3,1,0,Social,0
255,12,8,1,Referral,0
357,4,1,0,Social,0
1018,3,14,0,Organic,0
813,18,14,0,Referral,0
948,11,5,0,Referral,0
711,9,2,0,Referral,0
1459,4,13,1,Referral,0
1112,12,2,0,Social,1
560,12,0,0,Email,1
1169,3,10,0,Email,0
53,13,11,1,Organic,0
1548,13,11,0,Email,0
642,18,10,0,Referral,0
939,8,0,0,Email,0
830,18,10,1,Referral,0
165,3,12,1,Email,0
1755,10,11,0,Social,0
1316,2,8,1,Email,0
1187,2,12,0,Social,0
33,15,12,0,Organic,0
605,13,0,1,Email,0
1020,14,0,0,Referral,0
537,17,0,0,Referral,1
786,10,7,0,Social,0
809,4,11,1,Social,0
1346,16,0,0,Social,0
529,17,0,0,Organic,0
424,4,14,0,Email,0
1185,8,4,0,Social,0
527,14,7,0,Organic,0
487,14,10,1,Organic,0
1273,6,2,1,Email,0
1279,5,3,0,Email,0
810,4,6,1,Referral,0
1021,14,9,1,Referral,0
1300,4,6,0,Email,0
1661,1,14,0,Organic,0
793,18,8,0,Referral,0
807,7,7,0,Organic,0
55,19,14,0,Email,0
1357,19,8,0,Social,0
83,9,14,0,Social,0
1629,10,8,0,Organic,0
385,5,9,0,Email,0
1718,4,2,0,Referral,0
1721,16,0,0,Organic,0
1620,10,1,0,Referral,0
318,10,6,0,Referral,0
1718,8,13,0,Email,0
1254,4,14,0,Social,0
1277,9,1,0,Organic,0
310,18,5,0,Organic,0
119,17,6,0,Social,0
1452,7,12,0,Email,0
943,12,8,0,Email,1
207,18,0,0,Referral,0
245,5,7,0,Referral,0
1074,6,6,1,Social,0
1399,3,6,0,Organic,0
524,17,10,0,Referral,0
370,8,0,0,Organic,1
74,9,3,0,Referral,0
1740,8,11,0,Organic,0
1622,8,12,0,Email,0
1367,5,3,0,Organic,0
1409,8,2,0,Social,0
41,8,2,1,Social,0
393,4,10,1,Organic,1
846,1,8,0,Social,0
208,18,5,0,Referral,0
1221,2,5,0,Referral,0
564,14,2,1,Social,0
14,18,5,1,Email,0
1000,11,6,0,Referral,0
997,1,7,0,Social,0
1098,13,10,0,Referral,0
952,8,2,0,Referral,0
36,10,13,0,Organic,0
177,4,11,0,Email,0
1613,17,6,1,Social,0
1543,4,2,0,Organic,0
493,14,5,1,Email,0
938,17,9,1,Email,1
1047,12,9,0,Organic,0
522,11,0,0,Social,0
1180,5,11,0,Referral,0
63,13,3,0,Organic,1
1353,8,6,0,Email,0
1683,14,3,0,Social,0
596,11,14,1,Referral,0
461,1,7,0,Social,0
1547,9,12,0,Organic,0
586,3,2,0,Email,0
237,12,13,0,Email,0
1220,10,12,1,Referral,0
576,13,5,0,Referral,0
1191,15,11,0,Social,1
1282,12,5,0,Organic,0
1130,17,8,0,Email,0
1510,12,1,0,Referral,0
457,7,2,0,Organic,0
1588,6,5,0,Social,0
1002,19,14,0,Referral,0
689,2,1,0,Email,0
266,1,5,1,Organic,1
1217,4,0,0,Organic,0
394,13,4,1,Organic,0
486,11,11,0,Social,0
1230,7,6,0,Organic,0
1746,8,8,0,Referral,0
602,1,10,1,Social,1
137,4,1,0,Referral,0
465,3,5,0,Email,0
1114,7,6,0,Referral,1
225,13,13,0,Email,0
1036,2,10,0,Referral,0
103,15,11,0,Social,0
1200,11,9,0,Organic,0
1143,1,5,0,Organic,1
104,8,6,0,Social,0
1146,18,10,0,Organic,0
1194,13,3,0,Email,1
1330,8,13,1,Email,0
1382,7,0,0,Email,1
1224,8,11,0,Email,0
1031,15,2,0,Referral,0
601,1,2,0,Organic,0
1675,9,5,0,Social,0
165,13,3,0,Email,0
493,18,7,0,Social,0
1251,11,2,1,Organic,0
1119,10,12,1,Email,1
1441,6,11,0,Email,0
1656,9,14,0,Social,0
604,15,10,0,Email,0
1495,9,8,0,Social,0
901,4,11,0,Email,0
452,3,11,0,Email,0
696,8,2,0,Referral,0
1508,8,3,0,Referral,0
816,5,13,0,Email,0
1093,14,3,0,Social,0
253,17,12,1,Organic,0
151,1,6,0,Organic,0
471,9,7,0,Email,0
97,6,3,1,Email,0
1081,7,8,1,Social,0
222,8,0,0,Organic,0
1432,2,7,0,Referral,0
772,14,8,0,Organic,0
1552,18,14,0,Organic,0
1746,16,9,0,Organic,0
1279,8,14,0,Organic,0
963,19,11,0,Referral,0
1164,12,8,0,Social,0
1128,18,13,0,Referral,0
1431,8,2,0,Referral,0
1571,15,12,1,Email,0
1717,15,8,0,Referral,0
1607,1,12,0,Referral,1
570,10,10,1,Organic,0
564,12,11,0,Referral,0
1407,15,1,0,Organic,1
367,19,10,0,Social,0
1083,16,14,0,Referral,0
1176,16,1,0,Referral,0
91,11,0,0,Referral,0
808,8,2,1,Social,0
643,3,10,0,Email,0
1031,6,4,0,Referral,0
141,1,1,0,Organic,0
337,6,12,0,Social,0
1257,8,7,0,Organic,0
508,2,12,0,Organic,0
830,10,4,0,Referral,0
1520,6,0,1,Social,0
1787,15,14,0,Social,0
57,19,10,0,Organic,1
1554,7,6,0,Referral,0
1770,5,11,0,Referral,0
1574,11,9,0,Organic,0
1639,13,4,1,Organic,0
530,2,2,1,Organic,0
569,4,12,0,Referral,0
568,1,5,0,Social,0
1588,12,3,0,Referral,0
1288,13,10,0,Social,0
1543,19,4,0,Referral,0
91,14,9,0,Email,0
142,1,8,1,Referral,0
1295,11,7,0,Social,0
188,9,11,0,Organic,0
1488,15,14,0,Social,0
843,14,7,0,Social,0
900,13,5,0,Social,0
154,19,2,0,Social,0
940,13,13,1,Referral,0
1111,5,12,1,Email,1
455,18,11,0,Social,0
1720,18,9,0,Social,0
1372,8,5,0,Referral,0
493,5,9,0,Social,1
1710,3,1,0,Email,0
184,3,6,0,Referral,0
1687,9,0,0,Referral,0
1274,8,14,1,Referral,0
725,3,13,1,Organic,0
425,17,7,0,Email,0
183,13,8,0,Referral,0
575,8,4,0,Social,0
560,8,7,0,Email,0
1309,8,7,0,Referral,0
1119,16,7,0,Email,0
769,16,5,0,Email,0
1300,15,9,0,Referral,0
1287,17,0,0,Email,1
1255,5,8,0,Referral,0
1746,18,0,0,Social,0
545,11,10,0,Social,0
727,17,0,0,Email,0
300,18,7,0,Referral,0
523,15,9,0,Organic,0
1574,13,2,0,Social,0
447,13,11,0,Social,0
1616,12,2,0,Referral,0
1165,17,7,0,Social,0
1308,9,7,0,Email,0
241,15,1,1,Email,0
527,15,12,0,Organic,0
1068,7,9,0,Referral,0
1702,8,12,0,Referral,0
1308,8,9,0,Referral,0
1319,10,2,0,Email,0
548,3,8,0,Social,0
540,15,7,0,Email,0
1464,16,11,0,Referral,0
1189,19,10,0,Email,0
277,4,11,0,Email,0
1320,10,3,0,Referral,0
1135,6,12,0,Organic,1
42,13,13,1,Organic,0
462,4,12,0,Email,0
1033,1,13,0,Organic,0
550,13,14,0,Organic,0
1591,9,14,0,Social,0
670,3,11,1,Organic,0
1359,4,3,0,Email,1
740,19,10,0,Email,0
1163,19,6,0,Referral,0
115,4,1,0,Social,0
594,15,7,0,Social,0
1127,9,5,0,Referral,0
20,16,3,0,Social,0
685,15,4,0,Organic,0
620,10,6,1,Referral,0
1151,5,2,0,Organic,0
119,9,8,0,Email,1
569,2,0,0,Organic,0
859,2,5,0,Organic,1
1278,13,4,0,Organic,0
1060,9,11,0,Email,0
1741,15,3,0,Email,0
334,10,1,1,Organic,0
947,11,13,0,Organic,0
1544,2,13,0,Organic,0
899,2,2,0,Referral,0
68,1,5,0,Social,0
150,2,11,0,Social,0
391,9,11,0,Referral,0
539,9,10,0,Email,0
345,2,8,0,Social,0
126,16,12,0,Social,0
420,4,4,0,Email,0
298,17,12,1,Referral,0
634,6,6,0,Email,0
11,12,11,0,Referral,0
982,16,4,0,Organic,0
671,6,3,1,Organic,0
806,11,5,0,Email,0
1645,11,8,1,Email,0
479,2,7,0,Social,0
144,16,4,0,Social,0
926,18,3,1,Social,0
763,11,3,0,Organic,0
554,8,9,0,Social,0
750,16,9,0,Email,1
341,4,3,1,Organic,0
984,12,8,0,Email,0
207,2,9,0,Social,0
1030,19,11,0,Referral,0
418,19,14,0,Referral,0
1106,6,5,0,Email,0
1439,13,9,1,Email,0
201,7,10,0,Referral,0
724,18,3,1,Referral,0
1078,11,5,0,Referral,0
1416,1,0,0,Organic,0
1320,19,14,0,Social,0
1694,18,2,1,Social,0
120,1,10,0,Social,0
1008,13,9,0,Email,0
1167,11,14,0,Organic,0
1092,6,7,0,Referral,0
579,6,5,0,Organic,0
1271,12,10,0,Organic,0
826,3,10,0,Organic,0
805,10,1,1,Referral,0
603,14,9,0,Email,0
318,10,3,0,Referral,0
1123,5,8,0,Social,0
737,13,8,0,Social,0
1420,6,11,0,Referral,0
613,6,7,0,Email,0
731,18,5,0,Email,0
98,5,5,0,Email,0
587,17,12,0,Social,0
119,13,12,1,Social,0
918,5,1,0,Referral,0
1685,1,6,0,Organic,0
1046,14,6,1,Organic,0
1034,14,11,0,Social,0
900,17,7,1,Social,0
1538,12,7,1,Email,0
1597,2,14,0,Email,0
1248,14,0,1,Social,0
48,12,6,0,Organic,0
976,13,9,0,Referral,0
1108,2,2,0,Referral,0
341,3,4,0,Email,0
1033,13,2,1,Referral,0
769,15,8,0,Email,0
16,19,0,0,Organic,0
459,1,6,0,Email,0
1297,18,9,0,Email,0
294,19,9,0,Social,0
950,16,3,0,Email,0
1301,9,12,0,Email,0
187,5,2,0,Social,0
831,5,4,0,Email,0
450,2,12,0,Email,0
1502,18,8,0,Social,0
1554,7,2,0,Email,1
78,3,8,0,Organic,0
1050,2,14,1,Referral,0
445,11,9,0,Social,0
1024,15,7,0,Social,0
450,13,1,1,Organic,0
1473,1,1,1,Organic,0
1741,17,13,0,Referral,0
1430,14,6,0,Organic,0
951,15,5,0,Organic,0
1241,10,3,0,Email,0
1079,3,6,0,Referral,0
868,3,1,0,Email,0
1178,17,10,1,Referral,0
1274,7,8,0,Organic,1
1757,11,4,0,Referral,0
1249,2,4,0,Referral,0
995,19,5,1,Referral,1
686,12,4,0,Organic,0
465,7,3,0,Social,0
1480,7,1,1,Referral,0
1604,7,7,0,Referral,0
1332,5,5,0,Social,0
1530,7,14,1,Referral,0
990,15,1,0,Organic,0
321,15,14,0,Email,1
1761,13,6,0,Organic,1
819,13,6,0,Organic,0
1694,6,3,1,Organic,0
419,4,12,0,Email,0
163,15,5,0,Social,0
1651,19,7,0,Organic,0
865,5,13,0,Social,0
1523,10,14,0,Referral,0
1300,10,11,0,Referral,0
1774,11,3,1,Email,0
1687,1,11,0,Organic,0
1324,11,4,0,Referral,0
1387,10,4,0,Social,0
1070,12,5,0,Organic,0
1713,10,8,0,Organic,0
1391,2,11,1,Email,0
1429,4,13,0,Organic,0
1374,12,10,0,Referral,0
32,3,2,0,Email,0
1177,13,12,0,Social,0
416,2,6,0,Email,0
751,10,8,1,Email,0
1548,5,4,0,Email,0
313,16,4,0,Email,0
151,14,5,0,Referral,0
22,8,2,0,Referral,0
908,5,5,0,Organic,0
1240,12,1,0,Organic,0
973,11,6,0,Email,0
185,12,4,0,Referral,0
1127,4,6,0,Organic,0
549,12,11,0,Email,0
405,19,2,0,Referral,0
554,5,6,0,Referral,1
455,7,14,0,Organic,0
275,9,4,0,Organic,0
1591,1,11,0,Referral,0
363,19,12,1,Organic,0
1471,16,1,0,Organic,1
398,8,0,0,Organic,0
28,11,14,0,Organic,0
641,10,3,0,Organic,0
1728,1,9,0,Organic,0
306,3,5,0,Referral,0
1399,11,14,0,Social,0
1125,8,10,0,Referral,0
24,14,5,1,Organic,0
928,2,11,0,Referral,0
524,9,0,0,Email,0
1207,15,14,0,Organic,0
1756,18,14,0,Email,0
644,17,2,0,Email,0
800,13,5,1,Referral,0
1361,9,8,0,Referral,0
1242,6,9,0,Organic,1
404,17,1,0,Social,0
1713,5,13,0,Email,0
701,19,8,0,Organic,0
1709,6,9,0,Social,0
1752,16,12,0,Organic,0
104,15,3,0,Email,0
1790,3,2,0,Organic,0
1064,14,6,1,Referral,0
915,14,11,0,Email,0
378,1,5,0,Social,1
660,7,1,0,Email,0
374,18,2,1,Organic,0
1409,8,12,0,Email,0
1304,2,0,0,Email,0
86,11,9,0,Social,1
622,11,10,0,Social,0
114,8,12,0,Referral,0
651,4,11,0,Email,0
1365,5,1,1,Social,0
890,5,12,0,Referral,0
916,1,9,0,Referral,0
1120,16,0,0,Organic,0
815,7,12,1,Organic,0
621,5,5,0,Referral,0
330,15,10,0,Referral,0
1360,2,12,0,Referral,0
787,6,10,0,Email,0
1437,2,1,0,Email,0
1659,16,11,1,Organic,0
1192,3,1,0,Organic,0
1111,19,3,0,Social,0
1188,11,10,0,Email,1
1546,19,3,0,Organic,0
213,7,4,0,Organic,0
1790,8,0,1,Social,0
1019,10,2,0,Organic,0
1479,11,3,0,Email,0
222,2,5,1,Referral,0
907,4,9,0,Referral,0
1214,6,10,0,Referral,0
1299,3,5,1,Referral,0
58,15,12,0,Social,0
314,15,12,0,Organic,0
1265,17,1,0,Referral,0
1701,2,9,0,Referral,0
950,18,7,0,Referral,0
1775,8,10,0,Organic,0
1442,7,1,0,Organic,0
836,8,7,0,Organic,0
1478,3,2,0,Organic,0
416,8,8,0,Organic,0
1669,6,9,0,Email,0
297,17,11,0,Referral,0
654,16,12,0,Referral,0
873,17,8,0,Referral,0
1561,15,2,1,Social,0
626,9,11,0,Email,0
1345,11,0,1,Organic,0
673,17,1,0,Social,0
1694,10,8,1,Social,0
1315,16,0,0,Referral,0
828,12,5,0,Referral,1
750,18,10,0,Email,0
1609,19,9,0,Email,1
1575,5,1,0,Email,0
104,17,1,0,Social,0
135,9,2,0,Email,0
577,7,4,0,Referral,0
29,19,4,0,Social,0
1458,18,9,0,Organic,0
344,6,3,0,Organic,1
131,17,14,0,Social,0
1701,3,6,0,Email,0
24,6,8,0,Referral,0
400,6,3,0,Email,0
1089,11,10,0,Organic,0
847,13,6,0,Organic,0
105,7,14,0,Organic,0
1318,8,2,0,Email,0
954,14,8,0,Social,1
376,17,7,0,Organic,0
1638,15,11,0,Referral,0
1250,17,6,0,Organic,0
826,13,5,0,Social,0
881,7,7,0,Referral,0
373,9,1,0,Referral,0
728,7,14,1,Organic,0
825,10,13,0,Organic,0
96,4,12,0,Referral,0
1283,10,9,0,Email,0
1537,12,14,1,Organic,0
30,2,6,1,Social,0
1313,2,1,0,Referral,0
1094,18,8,0,Referral,0
384,4,12,1,Social,0
613,13,8,0,Organic,0
244,14,1,0,Referral,0
364,15,4,0,Referral,0
1631,16,11,0,Email,0
1584,19,8,0,Email,0
1050,18,2,0,Email,0
1126,2,4,0,Email,0
959,17,8,0,Organic,0
856,3,3,0,Organic,0
1427,18,8,1,Organic,0
487,14,9,0,Social,0
826,6,0,0,Referral,0
735,8,12,0,Social,1
614,19,14,0,Organic,0
426,4,6,0,Organic,0
1343,18,10,0,Organic,0
1748,13,6,0,Referral,0
483,4,14,0,Social,0
1348,5,9,0,Referral,0
707,8,0,0,Referral,0
378,17,9,0,Referral,0
369,12,10,0,Email,0
1120,4,3,0,Organic,0
1244,3,0,0,Referral,0
553,4,1,0,Email,1
30,12,12,0,Organic,0
802,16,14,0,Email,0
1473,18,11,0,Organic,0
240,13,13,0,Email,0
688,6,8,0,Social,1
1534,2,6,1,Referral,0
1234,6,10,0,Email,0
724,14,8,0,Organic,0
1202,18,11,0,Social,0
822,19,5,0,Organic,0
1370,16,8,0,Referral,0
219,15,4,0,Social,0
236,7,3,0,Social,0
407,15,12,0,Social,0
173,7,11,1,Email,1
1781,1,4,0,Organic,0
1279,19,0,0,Referral,0
1668,9,12,0,Email,0
1170,18,0,1,Organic,0
379,13,12,0,Social,0
1383,18,6,1,Social,0
1714,18,12,0,Social,0
1375,13,6,1,Social,0
1663,16,2,1,Email,0
1744,13,7,1,Email,0
239,6,12,0,Social,0
746,17,5,0,Social,0
512,13,6,0,Social,0
1140,10,14,0,Organic,0
752,8,10,0,Organic,0
1200,13,6,0,Social,0
1235,4,14,1,Email,0
875,15,9,0,Referral,0
559,15,9,0,Social,0
1204,9,6,0,Organic,0
611,12,5,0,Referral,0
1630,5,10,0,Social,1
117,15,3,0,Email,0
1029,4,6,0,Social,0
792,15,5,0,Email,0
1745,18,7,0,Referral,0
24,14,1,0,Organic,0
1752,15,8,0,Email,0
1111,11,10,0,Referral,0
542,10,5,0,Organic,0
216,18,8,0,Email,0
538,7,14,0,Email,0
737,16,13,0,Organic,0
874,11,9,0,Social,0
982,4,6,0,Referral,0
1046,1,12,0,Organic,0
677,6,1,0,Email,0
1677,7,2,0,Referral,0
834,17,2,0,Email,0
1201,19,2,0,Organic,0
1419,7,5,0,Social,0
1022,12,0,0,Organic,0
1711,2,5,0,Email,0
1127,7,10,0,Referral,0
1440,7,7,0,Social,0
1106,12,2,1,Email,0
1766,11,7,0,Organic,0
1607,5,6,0,Email,0
1534,3,1,0,Social,0
1196,5,5,0,Social,0
487,14,11,0,Email,0
93,14,0,0,Social,0
222,6,0,0,Organic,0
639,3,14,0,Social,0
23,4,2,1,Social,0
1054,15,4,0,Referral,0
42,8,5,1,Email,0
1299,4,8,0,Social,0
860,16,1,0,Organic,0
1037,5,1,0,Referral,1
504,18,6,0,Organic,0
1055,4,0,0,Social,0
1782,3,7,0,Referral,1
1237,17,10,1,Social,0
1041,3,7,0,Organic,0
1738,4,11,0,Organic,0
1644,13,3,0,Organic,0
452,11,14,0,Email,0
1531,17,5,0,Social,0
1520,16,2,0,Organic,0
250,7,1,0,Email,0
1199,14,7,0,Email,0
1078,13,7,0,Referral,0
174,17,3,0,Referral,0
994,17,6,0,Referral,0
1588,2,12,0,Organic,0
253,15,5,0,Email,0
1257,11,0,0,Email,0
1768,2,7,1,Email,0
124,18,10,0,Organic,0
1126,7,4,0,Social,0
770,3,0,0,Social,0
680,11,2,1,Email,0
1588,3,11,0,Organic,0
602,3,2,0,Social,0
473,19,0,0,Email,0
1548,16,13,0,Email,0
1510,1,13,0,Referral,0
934,13,12,0,Email,0
306,13,11,0,Email,0
347,7,11,0,Referral,0
1775,4,11,0,Organic,0
559,10,8,0,Social,0
83,14,2,0,Email,0
245,4,7,1,Email,0
1277,16,9,0,Organic,0
1577,6,14,1,Social,0
797,14,10,0,Email,0
568,15,5,0,Referral,1
194,16,0,0,Referral,0
1372,8,12,0,Email,0
107,14,7,0,Social,0
815,1,12,0,Social,0
1612,2,6,1,Email,0
1424,16,10,0,Email,0
934,16,3,0,Referral,0
864,17,3,1,Social,0
1190,5,1,0,Email,1
261,9,0,1,Email,0
589,13,3,0,Referral,0
442,9,4,0,Referral,1
1475,18,13,0,Referral,0
756,2,14,0,Organic,0
1150,5,9,0,Referral,0
624,14,4,0,Social,0
1141,11,10,0,Social,0
1778,1,10,0,Referral,0
1763,10,2,0,Social,0
1458,10,4,1,Organic,0
170,17,13,0,Referral,0
704,14,13,0,Social,0
1454,10,11,0,Organic,0
1788,9,1,1,Referral,0
336,18,11,1,Referral,0
1545,4,1,0,Organic,0
1202,2,11,0,Organic,0
706,12,0,0,Email,0
1363,12,5,1,Organic,0
585,16,4,0,Email,0
863,4,14,0,Social,0
490,2,11,0,Social,0
150,4,8,0,Organic,0
457,3,8,0,Email,0
1370,13,2,0,Social,0
851,1,14,0,Referral,0
526,12,10,0,Email,0
1680,6,14,0,Email,0
1021,9,0,0,Social,0
706,11,1,0,Referral,0
1774,1,3,0,Referral,0
1672,17,2,1,Referral,0
784,17,12,0,Organic,0
1672,4,14,0,Referral,1
663,19,5,1,Social,1
803,15,3,0,Referral,0
1070,10,4,0,Referral,0
306,19,13,0,Email,0
293,5,11,0,Organic,0
813,1,1,0,Organic,0
1306,3,7,1,Organic,0
833,2,13,0,Organic,0
688,14,6,1,Email,0
339,10,4,0,Social,0
1785,3,0,0,Organic,0
152,7,3,0,Email,0
1089,13,13,0,Email,1
1555,4,2,1,Organic,0
976,1,10,0,Email,1
493,1,3,0,Social,0
1268,6,3,0,Email,0
1623,15,0,0,Email,0
1500,4,0,0,Referral,0
1020,3,2,0,Referral,0
43,10,3,0,Organic,0
1615,15,7,0,Referral,0
270,19,4,0,Referral,0
1754,9,1,0,Organic,1
1413,5,2,0,Organic,0
751,14,7,0,Email,0
1385,13,0,0,Organic,0
1647,14,11,0,Email,0
1248,12,3,1,Organic,0
1238,4,9,0,Email,0
1213,6,0,0,Referral,0
25,5,11,0,Email,0
1121,19,5,0,Referral,0
1417,3,8,0,Organic,1
1398,8,1,0,Organic,0
897,17,6,0,Email,0
681,12,1,1,Email,0
546,4,13,1,Social,0
156,15,1,0,Email,0
1257,18,8,1,Email,0
1279,5,14,0,Organic,0
956,6,1,0,Email,0
1208,8,6,0,Email,0
610,18,1,0,Organic,0
1157,15,12,0,Organic,0
595,3,6,0,Referral,0
557,6,12,0,Social,0
228,17,0,0,Email,1
474,5,14,0,Social,0
1251,17,9,0,Referral,0
616,10,7,1,Email,0
1337,15,13,0,Organic,0
342,12,6,0,Social,0
578,3,6,0,Social,0
773,12,2,0,Email,0
929,2,5,1,Social,0
920,11,7,0,Organic,0
853,7,8,1,Social,0
841,8,11,1,Social,0
1525,4,9,0,Referral,0
1669,6,1,0,Organic,0
1372,10,12,0,Email,0
1724,11,2,1,Social,0
1319,18,5,1,Social,0
334,6,11,1,Referral,0
554,2,8,0,Email,0
128,14,0,0,Organic,1
807,4,14,0,Organic,0
510,7,2,0,Email,0
854,17,7,0,Email,0
143,11,13,0,Social,0
1312,12,13,0,Social,0
1528,15,2,1,Social,1
1473,13,11,0,Referral,0
1707,9,0,0,Referral,0
717,1,13,1,Organic,0
315,19,11,0,Email,0
1249,10,8,0,Referral,0
616,14,4,0,Organic,0
1173,7,3,1,Referral,0
1636,18,13,0,Organic,0
737,17,9,0,Organic,0
754,2,11,0,Email,0
137,15,3,0,Organic,0
1646,13,10,0,Social,1
1083,14,14,1,Organic,0
529,2,4,0,Social,0
743,14,9,0,Social,1
36,11,1,0,Referral,1
155,9,5,0,Social,1
467,3,6,0,Email,0
1214,5,1,0,Social,0
177,9,8,0,Social,0
1030,19,4,1,Email,0
1482,1,9,0,Social,0
36,18,1,0,Email,0
406,17,11,0,Social,0
689,8,11,0,Organic,0
27,4,4,0,Email,0
308,3,6,0,Email,0
99,16,11,0,Referral,0
863,5,0,0,Organic,0
811,1,3,0,Social,0
296,9,7,1,Social,0
56,13,0,1,Email,0
95,18,12,0,Organic,0
636,4,11,0,Organic,0
286,9,5,0,Social,1
854,13,5,0,Referral,0
1363,12,0,0,Referral,0
1388,5,0,0,Email,0
824,19,2,0,Referral,0
1746,16,3,0,Referral,0
1521,8,1,0,Social,0
1604,12,6,0,Social,0
593,19,11,1,Referral,0
845,3,8,0,Organic,0
422,11,3,0,Social,0
1291,6,13,0,Social,0
508,14,14,0,Social,0
1260,18,6,0,Referral,0
168,11,0,0,Email,0
601,15,7,0,Social,0
480,13,0,0,Organic,0
797,2,5,0,Social,0
461,10,0,0,Social,0
947,4,8,0,Social,0
590,10,2,0,Organic,0
1486,14,13,1,Organic,0
1774,16,5,0,Social,0
363,15,3,0,Email,0
267,19,11,1,Organic,0
975,19,10,0,Organic,0
913,13,9,1,Referral,0
1153,1,1,0,Organic,0
1739,8,9,1,Referral,0
1170,14,10,0,Organic,0
16,18,11,0,Email,0
684,2,2,0,Referral,0
566,5,6,0,Organic,0
1773,7,10,0,Referral,0
345,9,4,0,Social,0
884,4,8,0,Organic,0
70,17,11,0,Social,0
41,4,14,1,Email,0
278,2,11,0,Organic,0
1677,15,1,0,Organic,0
1487,1,0,0,Email,0
1631,4,11,0,Referral,0
254,6,9,0,Referral,0
609,11,3,0,Referral,0
1167,6,8,0,Email,1
743,18,6,0,Organic,0
78,1,13,0,Organic,0
1292,16,13,0,Organic,0
831,3,2,0,Social,1
1281,7,14,0,Organic,1
1589,7,8,0,Email,0
606,7,12,0,Social,1
230,11,1,0,Email,1
529,18,3,0,Email,0
144,13,5,0,Referral,0
88,7,1,0,Email,0
1490,17,8,0,Social,0
216,6,1,0,Email,0
662,1,11,0,Email,0
1312,15,14,0,Organic,0
738,9,10,1,Email,0
486,19,2,0,Social,1
1513,8,14,0,Referral,0
1492,3,3,0,Organic,0
1781,16,11,0,Organic,0
960,7,2,0,Organic,0
135,8,9,0,Email,0
447,5,3,0,Referral,0
1706,17,0,0,Email,0
867,19,6,0,Organic,0
210,7,3,0,Referral,0
1767,13,1,0,Organic,0
296,7,6,0,Email,0
1434,11,6,0,Social,0
1412,1,13,0,Organic,0
594,13,6,0,Social,0
1482,19,12,0,Email,0
505,2,4,0,Referral,1
239,17,10,0,Organic,0
710,12,2,1,Organic,0
25,18,9,0,Referral,0
1251,9,13,1,Organic,1
740,5,14,0,Organic,0
37,5,1,0,Social,0
380,18,13,0,Email,0
488,5,10,1,Referral,0
1134,13,9,0,Email,0
115,19,6,0,Referral,0
191,4,5,1,Referral,0
1091,13,11,1,Email,0
537,2,11,0,Social,0
170,12,3,0,Social,0
1293,12,10,0,Social,0
923,15,6,0,Email,0
47,1,10,0,Social,0
156,14,0,0,Email,0
227,2,5,1,Social,0
1295,12,8,0,Organic,0
955,7,11,0,Email,0
1572,19,5,0,Organic,0
1476,14,7,0,Social,0
239,4,5,0,Referral,0
1792,17,1,0,Organic,1
797,8,1,1,Social,0
774,15,14,0,Organic,0
1721,15,2,1,Email,0
201,8,14,0,Referral,0
